"基金经理","年化Alpha","最大回撤","波动率","夏普Sharp","重仓股集中度","重行业集中度","总交易日","任职时间","规模中间值","规模最大值","成长Alpha","成长天数","价值Alpha","价值天数","牛市Alpha","牛市天数","熊市Alpha","熊市天数"
"汪澂",-0.05751936539123783,-0.4298,0.29159167025037974,-0.1972599743396234,53.92656429608663,74.74621391296387,1358,"20080411-20131114",5915860664.48,11835275346.23,-0.17845250199665638,663,0.05784562679493856,695,-0.25914269307742793,511,0.06412115461778597,847
"汪鸣",-0.021527936559414408,-0.2107,0.2458359437995928,-0.0875703374644195,46.762654796242714,75.35110582411289,666,"20150415-20171229",5367362564.52,9035682679.375,nan,46,0.0013773879957043277,620,-0.14431376475848756,510,0.37988727101447817,156
"沈梦圆",-0.10911575453819679,-0.1659,0.13937034521159614,-0.782919453722627,33.78169198036194,62.969838333129886,309,"20130822-20141128",8870302545.11,11999832260.54,-0.09188262837720095,287,nan,22,-0.10911575453819679,309,nan,0
"沈毅",0.005127734620240897,-0.276,0.25049584864371527,0.020470337724175884,38.26164793968201,70.72723983801328,978,"20140109-20180116",33356820.915,122289854.115,0.02550123894647778,307,-0.004193674959721415,671,-0.041763302882873984,822,0.25220743223280795,156
"沈洋",0.04631401421645078,-0.0915,0.15063018798367064,0.30746834241136006,27.745349322046554,nan,499,"20091230-20120118",347081740.18,1477763798.74,0.019984182636544466,199,0.06377946916445527,300,nan,0,0.04631401421645078,499
"沈雪峰",-0.0513603986187451,-0.4392,0.3878586459108712,-0.13242040408336692,33.96386230654187,64.93680560588837,1627,"20070510-20150619",2656349248.415,11737118714.04,-0.1526224013604273,957,0.09327801425258295,670,-0.14841780744596125,863,0.05827382103817575,764
"洪流",0.1287624729371823,-0.0556,0.07701374901328764,1.6719413687413935,28.206039428710938,45.49604415893555,194,"20170329-20180116",2532502295.63,2607284474.46,nan,0,0.1287624729371823,194,0.1287624729371823,194,nan,0
"涂冰云",0.004682587654683952,-0.6415,0.5061045872464179,0.009252213421262749,33.96428411773273,nan,908,"20080327-20111214",5261898809.075,13444820503.09,-0.44896126386550317,479,0.5111986829417924,429,-0.7069405116099153,284,0.3285623315507516,624
"涂强",-0.19813172678427302,-0.5836,0.5236860976310618,-0.37834062748760866,39.989993166923526,nan,734,"20060918-20090919",4715456406.1,8734538940.85,-0.8628205052048831,398,0.5892079571782365,336,-0.6304645339650454,540,1.0052688705230344,194
"温震宇",-0.13884130797520494,-0.5812,0.3498859684475872,-0.3968187366622086,36.26151469945908,nan,979,"20050225-20090901",293552029.34,14517204165.8,-0.4362074025242444,632,0.40275918699595636,347,-0.2815716123935232,785,0.4387014186659279,194
"游凛峰",0.061138972434250816,-0.1397,0.2183679238541795,0.2799814705161453,25.146128796041012,68.18310534159342,1391,"20120426-20180116",205083980.69,2435598553.58,0.05216911473714038,529,0.06664367628781405,862,0.026840286274039414,1087,0.18377934038211222,304
"游海",-0.011630524495042243,-0.4598,0.5251735518997344,-0.022146059056040834,36.05038350158267,nan,860,"20070105-20100715",1382407053.74,2027577307.49,-0.39664386299572196,594,0.8481361035854245,266,-0.4993735023249356,534,0.7873104269195682,326
"潘明",-0.03335098721020228,-0.3491,0.3720880709358772,-0.08963197107157389,46.398439569351,78.8676314613758,956,"20140215-20180116",579243895.3233333,1665804532.37,0.22432648999378987,285,-0.14279671150698,671,-0.049117328441250115,800,0.047502044743889485,156
"潘明曦",-0.05445098890155889,-0.269,0.2744391859288723,-0.19840821461870686,31.90768027305603,59.76982053120931,554,"20151009-20180116",605356034.79,759759958.29,nan,0,-0.05445098890155889,554,-0.1268083571402281,476,nan,78
"潘江",-0.0609864279210251,-0.2849,0.24715626407988575,-0.24675250756061393,41.96171001593272,72.12896001338959,1118,"20090325-20140328",237660909.55,1249536862.98,-0.0700606221496936,663,-0.04776403061639384,455,-0.17618977952546436,506,0.03426340200029228,612
"潘龙玲",-0.08043646088918265,-0.137,0.09112294861671286,-0.8827245179205032,39.783865451812744,63.86053638458252,347,"20160330-20170828",657794646.31,931368783.52,nan,0,-0.08043646088918265,347,-0.08043646088918265,347,nan,0
"焦云",0.03663389537744647,-0.2966,0.40184036213623275,0.09116529554845158,39.25640629529953,69.55547100847417,1642,"20091225-20171123",251795847.69,4212045727.69,0.00019903932185935165,495,0.05235774345723348,1147,-0.06399152822311313,776,0.12680171144446076,866
"焦巍",0.1997003939722377,-0.2694,0.3359015951441766,0.5945205288070209,51.38482919335365,70.63309523037502,596,"20121019-20150930",989385044.45,3035316986.68,0.0766749610218747,452,0.5858635585108773,144,0.04772171058463274,489,nan,107
"熊伟",-0.052743137964584054,-0.5798,0.3485781879738862,-0.15130934689618422,33.30651191302708,nan,970,"20071020-20111013",1696826418.09,3605832570.81,-0.3017716310226375,570,0.3021224646431423,400,-0.4446644588774159,343,0.1616572018649235,627
"牛勇",-0.09539685404032487,-0.1216,0.06136702924802765,-1.5545294469894997,10.44713619351387,56.555280923843384,263,"20161214-20180116",222595121.46,741882470.63,nan,0,-0.09539685404032487,263,-0.09539685404032487,263,nan,0
"牟旭东",0.01974357538546712,-0.6321,0.5735704215238556,0.03442223420972895,30.371815156936645,nan,1302,"20071011-20130208",6626177842.33,8885711296.24,-0.36163454491726926,575,0.32138376682160696,727,-0.6355360898846268,398,0.3082405961570352,904
"牟永宁",0.07614998607398603,-0.1722,0.22566978707594645,0.33743988090155225,35.67311505973339,65.0935468673706,608,"20110421-20131025",1759576733.7,6854126408.02,0.05079348458983328,170,0.0859915505769676,438,-0.14870979768903828,213,0.19740348972341432,395
"王一兵",-0.08080948485287717,-0.09,0.07324512299257835,-1.1032746147626142,nan,nan,126,"20170710-20180116",216376651.0,219779364.47,nan,0,-0.08080948485287717,126,-0.08080948485287717,126,nan,0
"王东杰",nan,-0.0222,0.03920881506062442,nan,nan,nan,91,"20170828-20180116",516665639.62,516665639.62,nan,0,nan,91,nan,91,nan,0
"王丽萍",-0.04334440469081515,-0.1833,0.1751165767214111,-0.24751742811744637,46.343394915262856,nan,479,"20100512-20120504",11492716922.06,15556342798.88,nan,112,0.0029888083325870147,367,nan,0,-0.04334440469081515,479
"王亚伟",0.15375172210891977,-0.1856,0.31497285179331486,0.488142775586931,38.21343285195968,nan,1601,"20011218-20120504",4732050641.21,7987606698.12,0.08860948586585644,825,0.22300732120753705,776,0.04918433450832812,840,0.2691743312869708,761
"王伟",-0.02215699408859402,-0.2332,0.22882608645629832,-0.09682896924789915,33.644765158494316,62.55520569284757,711,"20150211-20180116",46909160.55,98442528.92,nan,85,-0.043654594248446775,626,-0.020535894592146203,555,-0.027924367297110456,156
